[11:05:58.321] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:24:42.405] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:24:42.490] INFO  🔵 SQL | 1 ms | select c1_0.id from category c1_0 join users u1_0 on u1_0.id=c1_0.user_id where c1_0.category_name='clothes' and u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e' limit 1
[23:24:42.490] INFO  
[23:24:42.492] INFO  ⚪ RESULTSET | 1 = '37369cbc-e229-4c5e-939f-df825ba8399d'
[23:25:02.755] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:25:02.756] INFO  
[23:25:02.756] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:25:02.763] INFO  🔵 SQL | 0 ms | select c1_0.id from category c1_0 join users u1_0 on u1_0.id=c1_0.user_id where c1_0.category_name='dummy' and u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e' limit 1
[23:25:02.781] INFO  🔵 SQL | 0 ms | select null,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:25:02.782] INFO  
[23:25:02.782] INFO  ⚪ RESULTSET | 1 = 0, 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:25:02.800] INFO  🔵 SQL | 2 ms | insert into category (category_name,created_at,user_id,id) values ('dummy','2025-09-23T23:25:02.774+0530','199def9b-e516-43e0-b02b-f1aad32a813e','c61198f1-c467-466c-bdae-8525cae2c470')
[23:35:01.073] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:35:01.077] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:36:42.853] INFO  🔵 SQL | 4 ms | select * from `expense_dev`.`users` where 1=0
[23:36:42.863] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:36:47.733] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:36:47.747] INFO  
[23:36:47.758] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:36:47.847] INFO  🔵 SQL | 1 ms | select c1_0.id from category c1_0 join users u1_0 on u1_0.id=c1_0.user_id where c1_0.category_name='dummy' and u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e' limit 1
[23:36:47.848] INFO  
[23:36:47.849] INFO  ⚪ RESULTSET | 1 = 'c61198f1-c467-466c-bdae-8525cae2c470'
[23:36:58.163] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:36:58.163] INFO  
[23:36:58.165] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:37:05.497] INFO  🔵 SQL | 1 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:37:05.497] INFO  
[23:37:05.498] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:37:05.505] INFO  🔵 SQL | 0 ms | select c1_0.id from category c1_0 join users u1_0 on u1_0.id=c1_0.user_id where c1_0.category_name='check' and u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e' limit 1
[23:37:10.392] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:37:10.399] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:37:12.643] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:37:12.650] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:37:50.181] INFO  🔵 SQL | 2 ms | select * from `expense_dev`.`users` where 1=0
[23:37:50.191] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:37:57.449] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:37:57.464] INFO  
[23:37:57.475] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:37:57.583] INFO  🔵 SQL | 2 ms | select c1_0.id from category c1_0 join users u1_0 on u1_0.id=c1_0.user_id where c1_0.category_name='check' and u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e' limit 1
[23:37:57.638] INFO  🔵 SQL | 2 ms | insert into category (category_name,created_at,user_id,id) values ('check','2025-09-23T23:37:57.610+0530','199def9b-e516-43e0-b02b-f1aad32a813e','06a0ea7e-0630-487a-be83-0470e316c5b1')
[23:38:30.050] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:38:30.058] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:38:32.507] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:38:32.513] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:39:32.828] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:39:32.835] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`category` where 1=0
[23:47:02.214] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:47:02.222] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:48:33.466] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:48:33.471] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:49:28.553] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:49:28.560] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:50:01.883] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:50:01.886] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:53:06.679] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:53:06.679] INFO  
[23:53:06.679] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:53:06.690] INFO  🔵 SQL | 0 ms | select c1_0.id from category c1_0 join users u1_0 on u1_0.id=c1_0.user_id where c1_0.category_name='other' and u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e' limit 1
[23:53:06.691] INFO  🔵 SQL | 0 ms | insert into category (category_name,created_at,user_id,id) values ('other','2025-09-23T23:53:06.691+0530','199def9b-e516-43e0-b02b-f1aad32a813e','930d4337-2d83-40d4-9d8b-7e870aef961c')
[23:53:36.194] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:53:36.195] INFO  
[23:53:36.195] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:55:11.974] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:55:11.974] INFO  
[23:55:11.974] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:55:58.737] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:55:58.737] INFO  
[23:55:58.737] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:55:58.747] INFO  🔵 SQL | 0 ms | select c1_0.id,c1_0.category_name,c1_0.created_at,c1_0.user_id from category c1_0 where c1_0.user_id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:55:58.749] INFO  
[23:55:58.749] INFO  ⚪ RESULTSET | 1 = '06a0ea7e-0630-487a-be83-0470e316c5b1', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'check', 3 = '2025-09-23T23:37:57.610+0530'
[23:55:58.749] INFO  
[23:55:58.749] INFO  ⚪ RESULTSET | 1 = '37369cbc-e229-4c5e-939f-df825ba8399d', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'clothes', 3 = '2025-09-23T23:20:54.774+0530'
[23:55:58.749] INFO  
[23:55:58.749] INFO  ⚪ RESULTSET | 1 = 'c61198f1-c467-466c-bdae-8525cae2c470', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'dummy', 3 = '2025-09-23T23:25:02.774+0530'
[23:55:58.749] INFO  
[23:55:58.751] INFO  ⚪ RESULTSET | 1 = '2ca4be37-5633-4c72-9245-deabdd0c033d', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'food', 3 = '2025-09-23T23:11:24.702+0530'
[23:55:58.751] INFO  
[23:55:58.751] INFO  ⚪ RESULTSET | 1 = '930d4337-2d83-40d4-9d8b-7e870aef961c', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'other', 3 = '2025-09-23T23:53:06.691+0530'
[23:55:58.751] INFO  
[23:55:58.751] INFO  ⚪ RESULTSET | 1 = '227240d8-0094-47e2-9313-9e30870b478a', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'trip', 3 = '2025-09-23T23:13:06.368+0530'
[23:56:33.337] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:56:33.338] INFO  
[23:56:33.338] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:57:46.963] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:57:46.967] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
